,Day,Station,Trip ID_x,Trip ID_y,balance
113,2014-03-03 12:00:00,Clay at Battery,2,1,1
114,2014-03-03 12:00:00,Embarcadero at Vallejo,1,1,0
115,2014-03-03 12:00:00,Market at 4th,1,3,-2
116,2014-03-03 13:00:00,Market at Sansome,1,1,0
117,2014-03-03 13:00:00,San Antonio Shopping Center,1,1,0
118,2014-03-03 13:00:00,San Francisco Caltrain (Townsend at 4th),1,1,0
119,2014-03-03 13:00:00,South Van Ness at Market,2,1,1
120,2014-03-03 13:00:00,Townsend at 7th,1,1,0
121,2014-03-03 13:00:00,Washington at Kearny,1,1,0
122,2014-03-03 14:00:00,Embarcadero at Folsom,1,1,0
123,2014-03-03 14:00:00,Grant Avenue at Columbus Avenue,1,1,0
124,2014-03-03 15:00:00,2nd at Folsom,1,1,0
125,2014-03-03 15:00:00,Market at 4th,2,2,0
126,2014-03-03 15:00:00,Powell Street BART,3,1,2
127,2014-03-03 15:00:00,Steuart at Market,1,1,0
128,2014-03-03 16:00:00,California Ave Caltrain Station,1,1,0
129,2014-03-03 16:00:00,Grant Avenue at Columbus Avenue,1,1,0
130,2014-03-03 16:00:00,Market at Sansome,1,1,0
131,2014-03-03 16:00:00,San Francisco Caltrain 2 (330 Townsend),1,2,-1
132,2014-03-03 16:00:00,Temporary Transbay Terminal (Howard at Beale),3,2,1
133,2014-03-03 17:00:00,Embarcadero at Sansome,2,2,0
134,2014-03-03 17:00:00,Harry Bridges Plaza (Ferry Building),2,4,-2
135,2014-03-03 17:00:00,Howard at 2nd,1,1,0
136,2014-03-03 17:00:00,Market at 4th,1,1,0
137,2014-03-03 17:00:00,San Francisco Caltrain (Townsend at 4th),1,12,-11
138,2014-03-03 18:00:00,Howard at 2nd,2,2,0
139,2014-03-03 18:00:00,Market at Sansome,2,3,-1
140,2014-03-03 18:00:00,San Francisco Caltrain (Townsend at 4th),3,7,-4
141,2014-03-03 18:00:00,Temporary Transbay Terminal (Howard at Beale),2,3,-1
142,2014-03-03 19:00:00,2nd at Townsend,2,2,0
143,2014-03-03 19:00:00,Harry Bridges Plaza (Ferry Building),1,1,0
144,2014-03-03 19:00:00,San Francisco Caltrain (Townsend at 4th),2,2,0
145,2014-03-03 19:00:00,Temporary Transbay Terminal (Howard at Beale),1,2,-1
146,2014-03-03 21:00:00,Market at 4th,1,1,0
147,2014-03-03 23:00:00,Powell Street BART,1,1,0
148,2014-03-04 05:00:00,Broadway St at Battery St,1,1,0
149,2014-03-04 06:00:00,San Francisco Caltrain (Townsend at 4th),3,2,1
150,2014-03-04 06:00:00,San Jose Diridon Caltrain Station,1,1,0
151,2014-03-04 07:00:00,2nd at Townsend,1,4,-3
152,2014-03-04 07:00:00,Beale at Market,3,2,1
153,2014-03-04 07:00:00,Harry Bridges Plaza (Ferry Building),1,1,0
154,2014-03-04 07:00:00,San Francisco Caltrain (Townsend at 4th),10,4,6
155,2014-03-04 07:00:00,San Jose Diridon Caltrain Station,2,1,1
156,2014-03-04 07:00:00,South Van Ness at Market,3,1,2
157,2014-03-04 07:00:00,Spear at Folsom,1,1,0
158,2014-03-04 07:00:00,Steuart at Market,3,1,2
159,2014-03-04 07:00:00,Temporary Transbay Terminal (Howard at Beale),3,3,0
160,2014-03-04 07:00:00,Townsend at 7th,1,1,0
161,2014-03-04 08:00:00,2nd at Folsom,2,2,0
162,2014-03-04 08:00:00,2nd at Townsend,1,7,-6
163,2014-03-04 08:00:00,5th at Howard,3,1,2
164,2014-03-04 08:00:00,Beale at Market,1,1,0
165,2014-03-04 08:00:00,Civic Center BART (7th at Market),3,1,2
166,2014-03-04 08:00:00,Davis at Jackson,1,2,-1
167,2014-03-04 08:00:00,Embarcadero at Sansome,2,2,0
168,2014-03-04 08:00:00,Harry Bridges Plaza (Ferry Building),6,1,5
169,2014-03-04 08:00:00,Market at Sansome,2,2,0
170,2014-03-04 08:00:00,Mechanics Plaza (Market at Battery),1,1,0
171,2014-03-04 08:00:00,Powell Street BART,1,1,0
172,2014-03-04 08:00:00,San Francisco Caltrain (Townsend at 4th),8,8,0
173,2014-03-04 08:00:00,San Francisco Caltrain 2 (330 Townsend),6,1,5
174,2014-03-04 08:00:00,San Jose Diridon Caltrain Station,1,1,0
175,2014-03-04 08:00:00,Spear at Folsom,1,2,-1
176,2014-03-04 08:00:00,Steuart at Market,6,2,4
177,2014-03-04 08:00:00,Townsend at 7th,1,2,-1
178,2014-03-04 09:00:00,2nd at Folsom,3,1,2
179,2014-03-04 09:00:00,2nd at Townsend,3,4,-1
180,2014-03-04 09:00:00,Civic Center BART (7th at Market),1,3,-2
181,2014-03-04 09:00:00,Cowper at University,1,1,0
182,2014-03-04 09:00:00,Embarcadero at Folsom,1,2,-1
183,2014-03-04 09:00:00,Embarcadero at Sansome,2,5,-3
184,2014-03-04 09:00:00,Grant Avenue at Columbus Avenue,1,1,0
185,2014-03-04 09:00:00,Harry Bridges Plaza (Ferry Building),1,1,0
186,2014-03-04 09:00:00,Howard at 2nd,1,1,0
187,2014-03-04 09:00:00,Market at 10th,1,4,-3
188,2014-03-04 09:00:00,Market at Sansome,1,2,-1
189,2014-03-04 09:00:00,Mechanics Plaza (Market at Battery),2,2,0
190,2014-03-04 09:00:00,Post at Kearny,1,1,0
191,2014-03-04 09:00:00,Powell Street BART,3,1,2
192,2014-03-04 09:00:00,San Francisco Caltrain (Townsend at 4th),4,1,3
193,2014-03-04 09:00:00,San Francisco Caltrain 2 (330 Townsend),1,2,-1
194,2014-03-04 09:00:00,Spear at Folsom,1,1,0
195,2014-03-04 09:00:00,Steuart at Market,2,2,0
196,2014-03-04 09:00:00,Temporary Transbay Terminal (Howard at Beale),3,4,-1
197,2014-03-04 09:00:00,Townsend at 7th,1,5,-4
198,2014-03-04 09:00:00,Yerba Buena Center of the Arts (3rd @ Howard),1,3,-2
199,2014-03-04 10:00:00,Commercial at Montgomery,1,1,0
200,2014-03-04 10:00:00,Embarcadero at Bryant,1,1,0
201,2014-03-04 10:00:00,Howard at 2nd,2,1,1
202,2014-03-04 10:00:00,Market at Sansome,2,1,1
203,2014-03-04 10:00:00,Yerba Buena Center of the Arts (3rd @ Howard),1,1,0
204,2014-03-04 11:00:00,Embarcadero at Sansome,2,1,1
205,2014-03-04 11:00:00,Golden Gate at Polk,2,1,1
206,2014-03-04 11:00:00,San Francisco Caltrain 2 (330 Townsend),1,1,0
207,2014-03-04 11:00:00,South Van Ness at Market,1,1,0
208,2014-03-04 11:00:00,Steuart at Market,2,1,1
209,2014-03-04 12:00:00,2nd at Folsom,1,2,-1
210,2014-03-04 12:00:00,2nd at South Park,2,1,1
211,2014-03-04 12:00:00,2nd at Townsend,4,2,2
212,2014-03-04 12:00:00,Harry Bridges Plaza (Ferry Building),3,2,1
213,2014-03-04 12:00:00,Post at Kearny,1,1,0
214,2014-03-04 12:00:00,Powell at Post (Union Square),1,3,-2
215,2014-03-04 13:00:00,2nd at South Park,1,1,0
216,2014-03-04 13:00:00,Howard at 2nd,1,1,0
217,2014-03-04 13:00:00,Market at 4th,5,2,3
218,2014-03-04 14:00:00,2nd at Folsom,1,1,0
219,2014-03-04 14:00:00,5th at Howard,1,1,0
220,2014-03-04 14:00:00,San Francisco Caltrain (Townsend at 4th),1,4,-3
221,2014-03-04 15:00:00,Market at Sansome,2,4,-2
222,2014-03-04 15:00:00,Spear at Folsom,1,1,0
223,2014-03-04 16:00:00,2nd at South Park,2,2,0
224,2014-03-04 16:00:00,Beale at Market,1,2,-1
225,2014-03-04 16:00:00,Clay at Battery,1,1,0
226,2014-03-04 16:00:00,Davis at Jackson,1,1,0
227,2014-03-04 16:00:00,Howard at 2nd,1,1,0
228,2014-03-04 16:00:00,Market at Sansome,1,2,-1
229,2014-03-04 16:00:00,Mountain View Caltrain Station,1,1,0
230,2014-03-04 16:00:00,Mountain View City Hall,2,1,1
231,2014-03-04 16:00:00,San Francisco Caltrain (Townsend at 4th),2,5,-3
232,2014-03-04 16:00:00,San Francisco Caltrain 2 (330 Townsend),1,2,-1
233,2014-03-04 16:00:00,Temporary Transbay Terminal (Howard at Beale),2,1,1
234,2014-03-04 17:00:00,2nd at South Park,5,2,3
235,2014-03-04 17:00:00,Commercial at Montgomery,3,1,2
236,2014-03-04 17:00:00,Embarcadero at Folsom,3,1,2
237,2014-03-04 17:00:00,Embarcadero at Sansome,3,4,-1
238,2014-03-04 17:00:00,Harry Bridges Plaza (Ferry Building),1,7,-6
239,2014-03-04 17:00:00,Market at 4th,3,3,0
240,2014-03-04 17:00:00,Market at Sansome,6,4,2
241,2014-03-04 17:00:00,Paseo de San Antonio,1,1,0
242,2014-03-04 17:00:00,Post at Kearny,1,1,0
243,2014-03-04 17:00:00,Powell Street BART,2,2,0
244,2014-03-04 17:00:00,San Francisco Caltrain (Townsend at 4th),4,12,-8
245,2014-03-04 17:00:00,San Francisco Caltrain 2 (330 Townsend),1,10,-9
246,2014-03-04 17:00:00,San Jose Diridon Caltrain Station,2,1,1
247,2014-03-04 17:00:00,South Van Ness at Market,2,1,1
248,2014-03-04 17:00:00,Spear at Folsom,2,3,-1
249,2014-03-04 17:00:00,Steuart at Market,1,3,-2
250,2014-03-04 17:00:00,Temporary Transbay Terminal (Howard at Beale),1,4,-3
251,2014-03-04 18:00:00,2nd at Townsend,1,1,0
252,2014-03-04 18:00:00,5th at Howard,1,3,-2
253,2014-03-04 18:00:00,Embarcadero at Bryant,2,4,-2
254,2014-03-04 18:00:00,Harry Bridges Plaza (Ferry Building),1,1,0
255,2014-03-04 18:00:00,Howard at 2nd,2,2,0
256,2014-03-04 18:00:00,Market at 4th,1,3,-2
257,2014-03-04 18:00:00,Market at Sansome,3,3,0
258,2014-03-04 18:00:00,Powell Street BART,4,2,2
259,2014-03-04 18:00:00,San Francisco Caltrain (Townsend at 4th),5,6,-1
260,2014-03-04 18:00:00,San Francisco Caltrain 2 (330 Townsend),2,5,-3
261,2014-03-04 18:00:00,San Jose Diridon Caltrain Station,1,1,0
262,2014-03-04 18:00:00,St James Park,2,1,1
263,2014-03-04 18:00:00,Steuart at Market,1,1,0
264,2014-03-04 18:00:00,Temporary Transbay Terminal (Howard at Beale),2,3,-1
265,2014-03-04 18:00:00,Townsend at 7th,5,2,3
266,2014-03-04 19:00:00,2nd at Folsom,3,1,2
267,2014-03-04 19:00:00,2nd at Townsend,1,2,-1
268,2014-03-04 19:00:00,5th at Howard,1,3,-2
269,2014-03-04 19:00:00,Civic Center BART (7th at Market),1,1,0
270,2014-03-04 19:00:00,Commercial at Montgomery,1,1,0
271,2014-03-04 19:00:00,Embarcadero at Sansome,1,1,0
272,2014-03-04 19:00:00,Harry Bridges Plaza (Ferry Building),2,2,0
273,2014-03-04 19:00:00,Mountain View Caltrain Station,1,1,0
274,2014-03-04 19:00:00,San Francisco Caltrain (Townsend at 4th),1,2,-1
275,2014-03-04 19:00:00,Spear at Folsom,1,1,0
276,2014-03-04 19:00:00,Yerba Buena Center of the Arts (3rd @ Howard),2,1,1
277,2014-03-04 20:00:00,San Francisco Caltrain (Townsend at 4th),2,2,0
278,2014-03-04 20:00:00,South Van Ness at Market,2,2,0
279,2014-03-04 21:00:00,Civic Center BART (7th at Market),1,1,0
280,2014-03-04 21:00:00,Market at 10th,2,1,1
281,2014-03-04 21:00:00,Paseo de San Antonio,2,1,1
282,2014-03-04 21:00:00,San Jose Diridon Caltrain Station,1,1,0
283,2014-03-05 05:00:00,Yerba Buena Center of the Arts (3rd @ Howard),1,1,0
284,2014-03-05 06:00:00,San Jose Diridon Caltrain Station,1,1,0
285,2014-03-05 06:00:00,Spear at Folsom,1,1,0
286,2014-03-05 07:00:00,2nd at Folsom,1,1,0
287,2014-03-05 07:00:00,Market at 4th,1,2,-1
288,2014-03-05 07:00:00,Market at Sansome,1,1,0
289,2014-03-05 07:00:00,San Francisco Caltrain (Townsend at 4th),9,4,5
290,2014-03-05 07:00:00,San Jose Diridon Caltrain Station,1,3,-2
291,2014-03-05 07:00:00,South Van Ness at Market,1,2,-1
292,2014-03-05 08:00:00,2nd at South Park,2,4,-2
293,2014-03-05 08:00:00,Beale at Market,1,2,-1
294,2014-03-05 08:00:00,Commercial at Montgomery,3,1,2
295,2014-03-05 08:00:00,Davis at Jackson,1,2,-1
296,2014-03-05 08:00:00,Embarcadero at Folsom,1,1,0
297,2014-03-05 08:00:00,Embarcadero at Sansome,3,4,-1
298,2014-03-05 08:00:00,Grant Avenue at Columbus Avenue,2,1,1
299,2014-03-05 08:00:00,Harry Bridges Plaza (Ferry Building),2,1,1
300,2014-03-05 08:00:00,Howard at 2nd,1,5,-4
301,2014-03-05 08:00:00,Market at 10th,2,1,1
302,2014-03-05 08:00:00,Powell Street BART,1,4,-3
303,2014-03-05 08:00:00,San Francisco Caltrain (Townsend at 4th),8,7,1
304,2014-03-05 08:00:00,San Francisco Caltrain 2 (330 Townsend),9,1,8
305,2014-03-05 08:00:00,Spear at Folsom,2,1,1
306,2014-03-05 08:00:00,Steuart at Market,5,2,3
307,2014-03-05 08:00:00,Temporary Transbay Terminal (Howard at Beale),2,2,0
308,2014-03-05 09:00:00,2nd at Townsend,2,5,-3
309,2014-03-05 09:00:00,5th at Howard,2,2,0
310,2014-03-05 09:00:00,Davis at Jackson,5,1,4
311,2014-03-05 09:00:00,Embarcadero at Bryant,3,3,0
312,2014-03-05 09:00:00,Embarcadero at Sansome,1,2,-1
313,2014-03-05 09:00:00,Harry Bridges Plaza (Ferry Building),1,1,0
314,2014-03-05 09:00:00,Market at 10th,1,1,0
315,2014-03-05 09:00:00,Market at Sansome,3,4,-1
316,2014-03-05 09:00:00,Mountain View Caltrain Station,2,1,1
317,2014-03-05 09:00:00,Mountain View City Hall,1,1,0
318,2014-03-05 09:00:00,Post at Kearny,1,1,0
319,2014-03-05 09:00:00,Powell Street BART,4,1,3
320,2014-03-05 09:00:00,San Antonio Caltrain Station,1,1,0
321,2014-03-05 09:00:00,San Antonio Shopping Center,1,1,0
322,2014-03-05 09:00:00,San Francisco Caltrain (Townsend at 4th),9,6,3
323,2014-03-05 09:00:00,San Francisco Caltrain 2 (330 Townsend),3,4,-1
324,2014-03-05 09:00:00,San Jose Diridon Caltrain Station,2,1,1
325,2014-03-05 09:00:00,Spear at Folsom,2,1,1
326,2014-03-05 09:00:00,Steuart at Market,6,3,3
327,2014-03-05 09:00:00,Temporary Transbay Terminal (Howard at Beale),4,4,0
328,2014-03-05 09:00:00,Washington at Kearny,1,2,-1
329,2014-03-05 10:00:00,2nd at Folsom,1,1,0
330,2014-03-05 10:00:00,2nd at Townsend,1,2,-1
331,2014-03-05 10:00:00,Davis at Jackson,1,1,0
332,2014-03-05 10:00:00,Embarcadero at Bryant,2,2,0
333,2014-03-05 10:00:00,Market at 4th,1,1,0
334,2014-03-05 10:00:00,Powell Street BART,3,1,2
335,2014-03-05 10:00:00,Townsend at 7th,1,1,0
336,2014-03-05 11:00:00,Harry Bridges Plaza (Ferry Building),1,1,0
337,2014-03-05 11:00:00,Market at 4th,1,1,0
338,2014-03-05 11:00:00,Market at Sansome,2,1,1
339,2014-03-05 11:00:00,Rengstorff Avenue / California Street,1,1,0
340,2014-03-05 11:00:00,San Francisco Caltrain (Townsend at 4th),2,1,1
341,2014-03-05 11:00:00,San Francisco Caltrain 2 (330 Townsend),2,2,0
342,2014-03-05 12:00:00,2nd at South Park,2,2,0
343,2014-03-05 12:00:00,Golden Gate at Polk,1,1,0
344,2014-03-05 12:00:00,Howard at 2nd,2,1,1
345,2014-03-05 12:00:00,Market at Sansome,3,1,2
346,2014-03-05 12:00:00,Temporary Transbay Terminal (Howard at Beale),2,1,1
347,2014-03-05 13:00:00,2nd at Townsend,1,1,0
348,2014-03-05 13:00:00,Clay at Battery,1,1,0
349,2014-03-05 13:00:00,Embarcadero at Sansome,2,1,1
350,2014-03-05 14:00:00,Commercial at Montgomery,1,2,-1
351,2014-03-05 14:00:00,Powell Street BART,2,2,0
352,2014-03-05 15:00:00,Beale at Market,3,1,2
353,2014-03-05 15:00:00,Embarcadero at Bryant,1,1,0
354,2014-03-05 15:00:00,Embarcadero at Sansome,1,1,0
355,2014-03-05 15:00:00,Howard at 2nd,3,2,1
356,2014-03-05 15:00:00,Powell at Post (Union Square),1,1,0
357,2014-03-05 15:00:00,Steuart at Market,2,1,1
358,2014-03-05 16:00:00,2nd at South Park,1,1,0
359,2014-03-05 16:00:00,Beale at Market,5,1,4
360,2014-03-05 16:00:00,Embarcadero at Folsom,3,1,2
361,2014-03-05 16:00:00,Embarcadero at Sansome,2,1,1
362,2014-03-05 16:00:00,Howard at 2nd,2,1,1
363,2014-03-05 16:00:00,Market at 4th,4,2,2
364,2014-03-05 16:00:00,San Francisco Caltrain 2 (330 Townsend),1,1,0
365,2014-03-05 16:00:00,Santa Clara at Almaden,1,1,0
366,2014-03-05 16:00:00,Temporary Transbay Terminal (Howard at Beale),4,2,2
367,2014-03-05 16:00:00,Townsend at 7th,2,1,1
368,2014-03-05 17:00:00,2nd at Folsom,5,2,3
369,2014-03-05 17:00:00,2nd at South Park,5,1,4
370,2014-03-05 17:00:00,2nd at Townsend,5,1,4
371,2014-03-05 17:00:00,Beale at Market,3,1,2
372,2014-03-05 17:00:00,Commercial at Montgomery,5,1,4
373,2014-03-05 17:00:00,Davis at Jackson,1,1,0
374,2014-03-05 17:00:00,Embarcadero at Folsom,3,1,2
375,2014-03-05 17:00:00,Embarcadero at Sansome,3,1,2
376,2014-03-05 17:00:00,Harry Bridges Plaza (Ferry Building),3,7,-4
377,2014-03-05 17:00:00,Howard at 2nd,1,1,0
378,2014-03-05 17:00:00,Market at Sansome,4,7,-3
379,2014-03-05 17:00:00,Powell Street BART,1,2,-1
380,2014-03-05 17:00:00,SJSU - San Salvador at 9th,3,1,2
381,2014-03-05 17:00:00,San Francisco Caltrain (Townsend at 4th),1,11,-10
382,2014-03-05 17:00:00,San Francisco Caltrain 2 (330 Townsend),1,5,-4
383,2014-03-05 17:00:00,San Jose Diridon Caltrain Station,3,3,0
384,2014-03-05 17:00:00,Santa Clara at Almaden,1,2,-1
385,2014-03-05 17:00:00,St James Park,1,1,0
386,2014-03-05 17:00:00,Steuart at Market,1,4,-3
387,2014-03-05 17:00:00,Temporary Transbay Terminal (Howard at Beale),3,2,1
388,2014-03-05 17:00:00,Townsend at 7th,2,1,1
389,2014-03-05 17:00:00,Yerba Buena Center of the Arts (3rd @ Howard),1,2,-1
390,2014-03-05 18:00:00,2nd at Folsom,3,1,2
391,2014-03-05 18:00:00,2nd at Townsend,4,2,2
392,2014-03-05 18:00:00,Commercial at Montgomery,1,1,0
393,2014-03-05 18:00:00,Davis at Jackson,2,1,1
394,2014-03-05 18:00:00,Embarcadero at Sansome,3,1,2
395,2014-03-05 18:00:00,Embarcadero at Vallejo,1,1,0
396,2014-03-05 18:00:00,Howard at 2nd,5,1,4
397,2014-03-05 18:00:00,Market at 10th,3,2,1
398,2014-03-05 18:00:00,Market at 4th,3,1,2
399,2014-03-05 18:00:00,Market at Sansome,1,3,-2
400,2014-03-05 18:00:00,Post at Kearny,1,1,0
401,2014-03-05 18:00:00,Powell Street BART,1,3,-2
402,2014-03-05 18:00:00,San Francisco Caltrain (Townsend at 4th),1,7,-6
403,2014-03-05 18:00:00,San Francisco Caltrain 2 (330 Townsend),1,5,-4
404,2014-03-05 18:00:00,San Jose Diridon Caltrain Station,1,2,-1
405,2014-03-05 18:00:00,Santa Clara at Almaden,1,1,0
406,2014-03-05 18:00:00,Steuart at Market,4,3,1
407,2014-03-05 18:00:00,Temporary Transbay Terminal (Howard at Beale),3,3,0
408,2014-03-05 19:00:00,Embarcadero at Sansome,2,2,0
409,2014-03-05 19:00:00,Market at Sansome,3,2,1
410,2014-03-05 19:00:00,San Francisco Caltrain (Townsend at 4th),2,2,0
411,2014-03-05 19:00:00,San Francisco Caltrain 2 (330 Townsend),1,2,-1
412,2014-03-05 19:00:00,South Van Ness at Market,1,1,0
413,2014-03-05 19:00:00,Steuart at Market,1,1,0
